species_main,genus_main,subfamily_main,family_main,isscaap_division_code,isscaap_division_name,isscaap_group_code,note
Naria englerti ,Naria,NEI,Cypraeidae,5,Molluscs,52,warning: matched using derived family information
Naso lituratus,Naso,Nasinae,Acanthuridae,3,Marine fishes,33,NA
Naso unicornis,Naso,Nasinae,Acanthuridae,3,Marine fishes,33,NA
Nasolamia velox,Nasolamia,NEI,Carcharhinidae,3,Marine fishes,38,NA
Naticarius hebraeus,Naticarius,Naticinae,Naticidae,5,Molluscs,52,NA
Naucrates ductor,Naucrates,Naucratinae,Carangidae,3,Marine fishes,37,NA
Nautilus stenomphalus,Nautilus,NEI,Nautilidae,5,Molluscs,57,warning: matched using derived genus information
Necora puber,Necora,NEI,Portunidae,4,Crustaceans,42,NA
Negaprion brevirostris,Negaprion,NEI,Carcharhinidae,3,Marine fishes,38,NA
Nemacheilus chrysolaimos,Nemacheilus,NEI,Nemacheilidae,1,Freshwater fishes,11,warning: matched using derived genus information
Nemadactylus gayi,Nemadactylus,NEI,Cheilodactylidae,3,Marine fishes,34,warning: matched using genus information
Nematalosa nasus,Nematalosa,Dorosomatinae,Clupeidae,2,Diadromous fishes,24,NA
Nematistius pectoralis,Nematistius,NEI,Nematistiidae,3,Marine fishes,33,NA
Nematogobius maindroni,Nematogobius,Gobiinae,Gobiidae,3,Marine fishes,33,NA
Nemipterus bipunctatus,Nemipterus,NEI,Nemipteridae,3,Marine fishes,33,NA
Nemipterus hexodon,Nemipterus,NEI,Nemipteridae,3,Marine fishes,33,NA
Nemipterus japonicus,Nemipterus,NEI,Nemipteridae,3,Marine fishes,33,NA
Nemipterus marginatus,Nemipterus,NEI,Nemipteridae,3,Marine fishes,33,NA
Nemipterus nematophorus,Nemipterus,NEI,Nemipteridae,3,Marine fishes,33,NA
Nemipterus tambuloides,Nemipterus,NEI,Nemipteridae,3,Marine fishes,33,NA
Nemipterus virgatus,Nemipterus,NEI,Nemipteridae,3,Marine fishes,33,NA
Neochelon falcipinnis,Neochelon,NEI,Mugilidae,3,Marine fishes,33,warning: matched using derived family information
Neolissochilus soroides,Neolissochilus,NEI,Cyprinidae,1,Freshwater fishes,11,warning: matched using derived genus information
Neomerinthe hemingwayi,Neomerinthe,Scorpaeninae,Scorpaenidae,3,Marine fishes,34,warning: matched using derived genus information
Neomyxus leuciscus,Neomyxus,NEI,Mugilidae,3,Marine fishes,33,NA
Neoscorpis lithophilus,Neoscorpis,Scorpidinae,Kyphosidae,3,Marine fishes,33,NA
Neotrygon kuhlii,Neotrygon,Neotrygoninae,Dasyatidae,3,Marine fishes,38,warning: matched using derived family information
Nephrops norvegicus,Nephrops,NEI,Nephropidae,4,Crustaceans,43,NA
Nerita lirellata ,Nerita,NEI,Neritidae,5,Molluscs,52,warning: matched using genus information
Nerita morio,Nerita,NEI,Neritidae,5,Molluscs,52,warning: matched using genus information
Netuma bilineata,Netuma,Ariinae,Ariidae,3,Marine fishes,33,NA
Netuma thalassina,Netuma,Ariinae,Ariidae,3,Marine fishes,33,NA
Nibea albiflora,Nibea,NEI,Sciaenidae,3,Marine fishes,33,NA
Nicholsina denticulata,Nicholsina,Sparisomatinae,Scaridae,3,Marine fishes,33,NA
Nodipecten subnodosus,Nodipecten,Pectininae,Pectinidae,5,Molluscs,55,warning: matched using derived family information
Nodochila pascua,Nodochila,NEI,Columbellidae,5,Molluscs,52,warning: matched using derived family information
Normanichthys crockeri,Normanichthys,NEI,Normanichthyidae,3,Marine fishes,33,NA
Notopterus notopterus,Notopterus,NEI,Notopteridae,1,Freshwater fishes,13,NA
Oblada melanura,Oblada,NEI,Sparidae,3,Marine fishes,33,NA
Octopus crusoe,Octopus,Octopodinae,Octopodidae,5,Molluscs,57,warning: matched using genus information
Octopus cyanea,Octopus,Octopodinae,Octopodidae,5,Molluscs,57,warning: matched using genus information
Octopus mimus,Octopus,Octopodinae,Octopodidae,5,Molluscs,57,NA
Octopus tehuelchus,Octopus,Octopodinae,Octopodidae,5,Molluscs,57,NA
Octopus vulgaris,Octopus,Octopodinae,Octopodidae,5,Molluscs,57,NA
Ocypode ryderi,Ocypode,NEI,Ocypodidae,4,Crustaceans,42,NA
Ocyurus chrysurus,Ocyurus,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Odontaspis ferox,Odontaspis,NEI,Odontaspididae,3,Marine fishes,38,NA
Odontesthes bonariensis,Odontesthes,Atherinopsinae,Atherinopsidae,1,Freshwater fishes,13,NA
Odontesthes incisa,Odontesthes,Atherinopsinae,Atherinopsidae,3,Marine fishes,37,warning: matched using genus information
Odontesthes regia,Odontesthes,Atherinopsinae,Atherinopsidae,3,Marine fishes,37,NA
Odontesthes smitti,Odontesthes,Atherinopsinae,Atherinopsidae,3,Marine fishes,37,NA
Odontesthes hatcheri,Odontesthes,Atherinopsinae,Atherinopsidae,3,Marine fishes,37,warning: matched using genus information
Odontocymbiola magellanica,Odontocymbiola,Cymbiinae,Volutidae,5,Molluscs,52,warning: matched using genus information
Odontognathus mucronatus,Odontognathus,NEI,Pristigasteridae,2,Diadromous fishes,24,NA
Oligoplites altus,Oligoplites,Scomberoidinae,Carangidae,3,Marine fishes,37,NA
Oligoplites saliens,Oligoplites,Scomberoidinae,Carangidae,3,Marine fishes,37,NA
Oligoplites saurus,Oligoplites,Scomberoidinae,Carangidae,3,Marine fishes,37,NA
Oligosarcus jenynsii,Oligosarcus,Incertae sedis,Characidae,1,Freshwater fishes,13,warning: matched using derived genus information
Ommastrephes bartrami,Ommastrephes,Ommastrephinae,Ommastrephidae,5,Molluscs,57,NA
Oncorhynchus keta,Oncorhynchus,Salmoninae,Salmonidae,2,Diadromous fishes,23,NA
Oncorhynchus kisutch,Oncorhynchus,Salmoninae,Salmonidae,2,Diadromous fishes,23,NA
Oncorhynchus mykiss,Oncorhynchus,Salmoninae,Salmonidae,2,Diadromous fishes,23,NA
Oncorhynchus nerka,Oncorhynchus,Salmoninae,Salmonidae,2,Diadromous fishes,23,NA
Oncorhynchus tshawytscha,Oncorhynchus,Salmoninae,Salmonidae,2,Diadromous fishes,23,NA
Ophichthus remiger,Ophichthus,Ophichthinae,Ophichthidae,3,Marine fishes,33,NA
Ophichthus rex,Ophichthus,Ophichthinae,Ophichthidae,3,Marine fishes,33,warning: matched using derived genus information
Ophiodon elongatus,Ophiodon,Ophiodontinae,Hexagrammidae,3,Marine fishes,33,NA
Opisthonema berlangai,Opisthonema,Dorosomatinae,Clupeidae,3,Marine fishes,35,warning: matched using genus information
Opisthonema oglinum,Opisthonema,Dorosomatinae,Clupeidae,3,Marine fishes,35,NA
Opistognathus rhomaleus,Opistognathus,NEI,Opistognathidae,3,Marine fishes,33,warning: matched using derived genus information
Oplegnathus insignis,Oplegnathus,NEI,Oplegnathidae,3,Marine fishes,33,warning: matched using genus information
Opsanus tau,Opsanus,Batrachoidinae,Batrachoididae,3,Marine fishes,33,warning: matched using derived genus information
Opsaridium microcephalum,Opsaridium,Danioninae,Cyprinidae,1,Freshwater fishes,11,warning: matched using derived genus information
Opsaridium microlepis,Opsaridium,Danioninae,Cyprinidae,1,Freshwater fishes,11,NA
Opsaridium tweddleorum,Opsaridium,Danioninae,Cyprinidae,1,Freshwater fishes,11,warning: matched using derived genus information
Oreochromis amphimelas,Oreochromis,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,NA
Oreochromis aureus,Oreochromis,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,NA
Oreochromis karongae,Oreochromis,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,NA
Oreochromis macrochir,Oreochromis,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,NA
Oreochromis mossambicus,Oreochromis,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,NA
Oreochromis niloticus,Oreochromis,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,NA
Oreochromis schwebischi,Oreochromis,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,NA
Oreochromis shiranus,Oreochromis,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,NA
Oreochromis squamipinnis,Oreochromis,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,NA
Oreochromis tanganicae,Oreochromis,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,NA
Orestias agassizii,Orestias,Cyprinodontinae,Cyprinodontidae,1,Freshwater fishes,13,warning: matched using derived genus information
Orestias ispi,Orestias,Cyprinodontinae,Cyprinodontidae,1,Freshwater fishes,13,warning: matched using derived genus information
Orestias luteus,Orestias,Cyprinodontinae,Cyprinodontidae,1,Freshwater fishes,13,warning: matched using derived genus information
Orestias mulleri,Orestias,Cyprinodontinae,Cyprinodontidae,1,Freshwater fishes,13,warning: matched using derived genus information
Orestias olivaceus,Orestias,Cyprinodontinae,Cyprinodontidae,1,Freshwater fishes,13,warning: matched using derived genus information
Orthopristis cantharinus,Orthopristis,Haemulinae,Haemulidae,3,Marine fishes,33,warning: matched using derived genus information
Orthopristis chalceus,Orthopristis,Haemulinae,Haemulidae,3,Marine fishes,33,warning: matched using derived genus information
Orthopristis chrysoptera,Orthopristis,Haemulinae,Haemulidae,3,Marine fishes,33,NA
Osphronemus goramy,Osphronemus,Osphroneminae,Osphronemidae,1,Freshwater fishes,13,NA
Osteochilus vittatus,Osteochilus,Labeoninae,Cyprinidae,1,Freshwater fishes,11,warning: matched using derived genus information
Osteoglossum bicirrhosum,Osteoglossum,NEI,Osteoglossidae,1,Freshwater fishes,13,NA
Osteomugil cunnesius,Osteomugil,Rhinomugilinae,Mugilidae,3,Marine fishes,33,warning: matched using derived family information
Osteomugil engeli,Osteomugil,Rhinomugilinae,Mugilidae,3,Marine fishes,33,warning: matched using derived family information
Ostracion cubicus,Ostracion,NEI,Ostraciidae,3,Marine fishes,33,NA
Ostrea chilensis,Ostrea,Ostreinae,Ostreidae,5,Molluscs,53,NA
Ostrea edulis,Ostrea,Ostreinae,Ostreidae,5,Molluscs,53,NA
Otolithes ruber,Otolithes,NEI,Sciaenidae,3,Marine fishes,33,NA
Ovalipes trimaculatus,Ovalipes,NEI,Portunidae,4,Crustaceans,42,warning: matched using derived genus information
Oxydoras kneri,Oxydoras,NEI,Doradidae,1,Freshwater fishes,13,NA
Oxyeleotris marmorata,Oxyeleotris,Butinae,Eleotridae,1,Freshwater fishes,13,NA
Oxynotus centrina,Oxynotus,NEI,Oxynotidae,3,Marine fishes,38,NA
Pachymetopon blochii,Pachymetopon,NEI,Sparidae,3,Marine fishes,33,NA
Pachymetopon grande,Pachymetopon,NEI,Sparidae,3,Marine fishes,33,NA
Pachyurus bonariensis,Pachyurus,NEI,Sciaenidae,3,Marine fishes,33,NA
Pagellus acarne,Pagellus,NEI,Sparidae,3,Marine fishes,33,NA
Pagellus bellottii,Pagellus,NEI,Sparidae,3,Marine fishes,33,NA
Pagellus bogaraveo,Pagellus,NEI,Sparidae,3,Marine fishes,33,NA
Pagellus erythrinus,Pagellus,NEI,Sparidae,3,Marine fishes,33,NA
Pagrus africanus,Pagrus,NEI,Sparidae,3,Marine fishes,33,NA
Pagrus auriga,Pagrus,NEI,Sparidae,3,Marine fishes,33,NA
Pagrus caeruleostictus,Pagrus,NEI,Sparidae,3,Marine fishes,33,NA
Pagrus major,Pagrus,NEI,Sparidae,3,Marine fishes,33,NA
Pagrus pagrus,Pagrus,NEI,Sparidae,3,Marine fishes,33,NA
Palaemon elegans,Palaemon,NEI,Palaemonidae,4,Crustaceans,45,NA
Palaemon serratus,Palaemon,NEI,Palaemonidae,4,Crustaceans,45,NA
Palinurus elephas,Palinurus,NEI,Palinuridae,4,Crustaceans,43,NA
Palinurus mauritanicus,Palinurus,NEI,Palinuridae,4,Crustaceans,43,NA
Pampus argenteus,Pampus,NEI,Stromateidae,3,Marine fishes,37,NA
Pampus chinensis,Pampus,NEI,Stromateidae,3,Marine fishes,37,NA
Pandalus borealis,Pandalus,NEI,Pandalidae,4,Crustaceans,45,NA
Pandalus platyceros,Pandalus,NEI,Pandalidae,4,Crustaceans,45,NA
Pangasianodon hypophthalmus,Pangasianodon,NEI,Pangasiidae,1,Freshwater fishes,13,NA
Pangasius bocourti,Pangasius,NEI,Pangasiidae,1,Freshwater fishes,13,NA
Pangasius pangasius,Pangasius,NEI,Pangasiidae,1,Freshwater fishes,13,NA
Pangasius conchophilus,Pangasius,NEI,Pangasiidae,1,Freshwater fishes,13,warning: matched using genus information
Pangasius krempfi,Pangasius,NEI,Pangasiidae,1,Freshwater fishes,13,warning: matched using genus information
Pangasius macronema,Pangasius,NEI,Pangasiidae,1,Freshwater fishes,13,warning: matched using genus information
Panna microdon,Panna,NEI,Sciaenidae,3,Marine fishes,33,NA
Panopea abbreviata,Panopea,NEI,Hiatellidae,5,Molluscs,56,warning: matched using genus information
Panopea generosa,Panopea,NEI,Hiatellidae,5,Molluscs,56,NA
Panulirus argus,Panulirus,NEI,Palinuridae,4,Crustaceans,43,NA
Panulirus echinatus,Panulirus,NEI,Palinuridae,4,Crustaceans,43,NA
Panulirus gracilis,Panulirus,NEI,Palinuridae,4,Crustaceans,43,NA
Panulirus homarus,Panulirus,NEI,Palinuridae,4,Crustaceans,43,NA
Panulirus inflatus,Panulirus,NEI,Palinuridae,4,Crustaceans,43,NA
Panulirus interruptus,Panulirus,NEI,Palinuridae,4,Crustaceans,43,NA
Panulirus laevicauda,Panulirus,NEI,Palinuridae,4,Crustaceans,43,NA
Panulirus ornatus,Panulirus,NEI,Palinuridae,4,Crustaceans,43,NA
Panulirus pascuensis,Panulirus,NEI,Palinuridae,4,Crustaceans,43,NA
Panulirus penicillatus,Panulirus,NEI,Palinuridae,4,Crustaceans,43,NA
Panulirus polyphagus,Panulirus,NEI,Palinuridae,4,Crustaceans,43,NA
Panulirus regius,Panulirus,NEI,Palinuridae,4,Crustaceans,43,NA
Panulirus versicolor,Panulirus,NEI,Palinuridae,4,Crustaceans,43,NA
Paphia undulata,Paphia,NEI,Veneridae,5,Molluscs,56,NA
Papyrocranus afer,Papyrocranus,NEI,Notopteridae,1,Freshwater fishes,13,NA
Paracaesio kusakarii,Paracaesio,Apsilinae,Lutjanidae,3,Marine fishes,33,NA
Paracentrotus lividus,Paracentrotus,NEI,Echinidae,7,Miscellaneous aquatic animals,76,NA
Parachanna africana,Parachanna,NEI,Channidae,1,Freshwater fishes,13,NA
Parachanna obscura,Parachanna,NEI,Channidae,1,Freshwater fishes,13,NA
Parachela oxygastroides,Parachela,ex-danioninae,Cyprinidae,1,Freshwater fishes,11,NA
Parachelon grandisquamis,Parachelon,NEI,Mugilidae,3,Marine fishes,33,warning: matched using derived family information
Paragaleus tengi,Paragaleus,NEI,Hemigaleidae,3,Marine fishes,38,NA
Parailia pellucida,Parailia,NEI,Schilbeidae,1,Freshwater fishes,13,NA
Paralabrax auroguttatus,Paralabrax,Serraninae,Serranidae,3,Marine fishes,33,warning: matched using genus information
Paralabrax humeralis,Paralabrax,Serraninae,Serranidae,3,Marine fishes,33,NA
Paralabrax loro,Paralabrax,Serraninae,Serranidae,3,Marine fishes,33,NA
Paralabrax maculatofasciatus,Paralabrax,Serraninae,Serranidae,3,Marine fishes,33,NA
Paralabrax nebulifer,Paralabrax,Serraninae,Serranidae,3,Marine fishes,33,NA
Paralichthys adspersus,Paralichthys,NEI,Paralichthyidae,3,Marine fishes,31,NA
Paralichthys brasiliensis,Paralichthys,NEI,Paralichthyidae,3,Marine fishes,31,NA
Paralichthys californicus,Paralichthys,NEI,Paralichthyidae,3,Marine fishes,31,NA
Paralichthys dentatus,Paralichthys,NEI,Paralichthyidae,3,Marine fishes,31,NA
Paralichthys lethostigma,Paralichthys,NEI,Paralichthyidae,3,Marine fishes,31,NA
Paralichthys fernandezianus,Paralichthys,NEI,Paralichthyidae,3,Marine fishes,31,warning: matched using genus information
Paralichthys microps,Paralichthys,NEI,Paralichthyidae,3,Marine fishes,31,warning: matched using genus information
Paralichthys orbignyanus,Paralichthys,NEI,Paralichthyidae,3,Marine fishes,31,warning: matched using genus information
Paralithodes camtschaticus,Paralithodes,Lithodinae,Lithodidae,4,Crustaceans,44,NA
Paralomis granulosa,Paralomis,Lithodinae,Lithodidae,4,Crustaceans,44,NA
Paralonchurus peruanus,Paralonchurus,NEI,Sciaenidae,3,Marine fishes,33,NA
Paranotothenia magellanica,Paranotothenia,Nototheniinae,Nototheniidae,3,Marine fishes,33,NA
Paranthias colonus,Paranthias,Epinephelinae,Serranidae,3,Marine fishes,33,warning: matched using derived genus information
Paranthias furcifer,Paranthias,Epinephelinae,Serranidae,3,Marine fishes,33,NA
Parapenaeopsis atlantica,Parapenaeopsis,NEI,Penaeidae,4,Crustaceans,45,NA
Parapenaeopsis cornuta,Parapenaeopsis,NEI,Penaeidae,4,Crustaceans,45,NA
Parapenaeopsis hardwickii,Parapenaeopsis,NEI,Penaeidae,4,Crustaceans,45,NA
Parapenaeopsis sculptilis,Parapenaeopsis,NEI,Penaeidae,4,Crustaceans,45,NA
Parapenaeus longirostris,Parapenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Parapenaeus politus,Parapenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Parapristipoma octolineatum,Parapristipoma,Plectorhinchinae,Haemulidae,3,Marine fishes,33,NA
Parapristipomoides squamimaxillaris,Parapristipomoides,Apsilinae,Lutjanidae,3,Marine fishes,33,NA
Parapsettus panamensis,Parapsettus,NEI,Ephippidae,3,Marine fishes,33,NA
Parasesarma erythodactylum,Parasesarma,NEI,Sesarmidae,NA,NA,NA,NA
Parastichopus regalis,Parastichopus,NEI,Stichopodidae,7,Miscellaneous aquatic animals,76,warning: matched using derived genus information
Parastromateus niger,Parastromateus,Caranginae,Carangidae,3,Marine fishes,37,NA
Parauchenoglanis punctatus,Parauchenoglanis,Auchenoglanidinae,Claroteidae,1,Freshwater fishes,13,warning: matched using derived genus information
Parexocoetus brachypterus,Parexocoetus,NEI,Exocoetidae,3,Marine fishes,37,NA
Paromola cuvieri,Paromola,NEI,Homolidae,4,Crustaceans,42,NA
Paromola rathbuni,Paromola,NEI,Homolidae,4,Crustaceans,42,warning: matched using derived genus information
Parona signata,Parona,Scomberoidinae,Carangidae,3,Marine fishes,37,NA
Parophrys vetulus,Parophrys,Pleuronectinae,Pleuronectidae,3,Marine fishes,31,warning: matched using derived family information
Parribacus antarcticus,Parribacus,NEI,Scyllaridae,4,Crustaceans,43,NA
Parupeneus barberinus,Parupeneus,NEI,Mullidae,3,Marine fishes,33,NA
Parupeneus cyclostomus,Parupeneus,NEI,Mullidae,3,Marine fishes,33,NA
Parupeneus indicus,Parupeneus,NEI,Mullidae,3,Marine fishes,33,NA
Pasiphaea sivado,Pasiphaea,NEI,Pasiphaeidae,4,Crustaceans,45,NA
Pastinachus sephen,Pastinachus,Hypolophinae,Dasyatidae,3,Marine fishes,38,NA
Patella tenuis,Patella,NEI,Patellidae,5,Molluscs,52,NA
Patella ulyssiponensis,Patella,NEI,Patellidae,5,Molluscs,52,NA
Patella vulgata,Patella,NEI,Patellidae,5,Molluscs,52,NA
Pateobatis jenkinsii,Pateobatis,Urogymninae,Dasyatidae,3,Marine fishes,38,warning: matched using derived family information
Patinopecten caurinus,Patinopecten,Pedinae,Pectinidae,5,Molluscs,55,NA
Pattalus mollis,Pattalus,NEI,Cucumariidae,7,Miscellaneous aquatic animals,76,warning: matched using derived family information
Pearsonothuria graeffei,Pearsonothuria,NEI,Holothuriidae,7,Miscellaneous aquatic animals,76,NA
Pecten jacobaeus,Pecten,Pectininae,Pectinidae,5,Molluscs,55,NA
Pecten maximus,Pecten,Pectininae,Pectinidae,5,Molluscs,55,NA
Pegusa impar,Pegusa,NEI,Soleidae,3,Marine fishes,31,warning: matched using derived genus information
Pegusa lascaris,Pegusa,NEI,Soleidae,3,Marine fishes,31,warning: matched using derived genus information
Pelagia noctiluca,Pelagia,NEI,Pelagiidae,7,Miscellaneous aquatic animals,77,warning: matched using derived family information
Pelates quadrilineatus,Pelates,NEI,Terapontidae,3,Marine fishes,33,NA
Pellonula leonensis,Pellonula,Dorosomatinae,Clupeidae,1,Freshwater fishes,13,NA
Pelmatolapia cabrae,Pelmatolapia,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,warning: matched using derived family information
Penaeopsis serrata,Penaeopsis,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus aztecus,Farfantepenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus brasiliensis,Farfantepenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus brevirostris,Farfantepenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus californiensis,Farfantepenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus canaliculatus,Penaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus chinensis,Penaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus duorarum,Farfantepenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus esculentus,Penaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus indicus,Penaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus japonicus,Marsupenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus kerathurus,Penaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus latisulcatus,Melicertus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus merguiensis,Fenneropenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus monodon,Penaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus notialis,Penaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus paulensis,Farfantepenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus schmitti,Litopenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus semisulcatus,Penaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus setiferus,Litopenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus stylirostris,Litopenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Penaeus vannamei,Penaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Pennahia anea,Pennahia,NEI,Sciaenidae,3,Marine fishes,33,NA
Pennahia argentata,Pennahia,NEI,Sciaenidae,3,Marine fishes,33,NA
Pentanemus quinquarius,Pentanemus,NEI,Polynemidae,3,Marine fishes,33,NA
Pentapodus setosus,Pentapodus,NEI,Nemipteridae,3,Marine fishes,33,warning: matched using genus information
Peprilus paru,Peprilus,NEI,Stromateidae,3,Marine fishes,37,NA
Peprilus snyderi,Peprilus,NEI,Stromateidae,3,Marine fishes,37,NA
Peprilus triacanthus,Peprilus,NEI,Stromateidae,3,Marine fishes,37,NA
Perca flavescens,Perca,Percinae,Percidae,1,Freshwater fishes,13,NA
Percichthys trucha,Percichthys,NEI,Percichthyidae,1,Freshwater fishes,13,NA
Percophis brasiliensis,Percophis,Percophinae,Percophidae,3,Marine fishes,33,NA
Perissias taeniopterus,Perissias,NEI,Bothidae,3,Marine fishes,31,warning: matched using derived genus information
Peristedion cataphractum,Peristedion,NEI,Peristediidae,3,Marine fishes,34,NA
Perna indica,Perna,Mytilinae,Mytilidae,5,Molluscs,54,NA
Perna perna,Perna,Mytilinae,Mytilidae,5,Molluscs,54,NA
Perna viridis,Perna,Mytilinae,Mytilidae,5,Molluscs,54,NA
Petenia splendida,Petenia,Cichlasomatinae,Cichlidae,1,Freshwater fishes,12,NA
Petromyzon marinus,Petromyzon,Petromyzontinae,Petromyzontidae,2,Diadromous fishes,25,NA
Phalacronotus apogon,Phalacronotus,NEI,Siluridae,1,Freshwater fishes,13,NA
Phalacronotus parvanalis,Phalacronotus,NEI,Siluridae,1,Freshwater fishes,13,warning: matched using derived genus information
Photopectoralis bindus,Photopectoralis,NEI,Leiognathidae,3,Marine fishes,33,warning: matched using derived family information
Phycis blennoides,Phycis,NEI,Phycidae,3,Marine fishes,32,NA
Phycis phycis,Phycis,NEI,Phycidae,3,Marine fishes,32,NA
Phyllonotus duplex,Phyllonotus,Muricinae,Muricidae,5,Molluscs,52,NA
Piaractus brachypomus,Piaractus,NEI,Serrasalmidae,1,Freshwater fishes,13,NA
Piaractus mesopotamicus,Piaractus,NEI,Serrasalmidae,1,Freshwater fishes,13,NA
Pimelodus albicans,Pimelodus,NEI,Pimelodidae,1,Freshwater fishes,13,NA
Pimelodus maculatus,Pimelodus,NEI,Pimelodidae,1,Freshwater fishes,13,NA
Pinguipes chilensis,Pinguipes,NEI,Pinguipedidae,3,Marine fishes,33,NA
Pinirampus pirinampu,Pinirampus,NEI,Pimelodidae,1,Freshwater fishes,13,NA
Pinjalo pinjalo,Pinjalo,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Pinna rugosa,Pinna,NEI,Pinnidae,5,Molluscs,55,NA
Pisodonophis semicinctus,Pisodonophis,Ophichthinae,Ophichthidae,3,Marine fishes,33,NA
Plagioscion squamosissimus,Plagioscion,NEI,Sciaenidae,1,Freshwater fishes,13,NA
Plagioscion ternetzi,Plagioscion,NEI,Sciaenidae,1,Freshwater fishes,13,warning: matched using derived genus information
Plagusia depressa,Plagusia,NEI,Plagusiidae,4,Crustaceans,42,NA
Planiliza macrolepis,Planiliza,NEI,Mugilidae,3,Marine fishes,33,warning: matched using derived genus information
Planiliza melinopterus,Planiliza,NEI,Mugilidae,3,Marine fishes,33,NA
Planiliza subviridis,Planiliza,NEI,Mugilidae,3,Marine fishes,33,warning: matched using derived genus information
Platichthys flesus,Platichthys,Pleuronectinae,Pleuronectidae,3,Marine fishes,31,NA
Platichthys stellatus,Platichthys,Pleuronectinae,Pleuronectidae,3,Marine fishes,31,NA
Platycephalus bassensis,Platycephalus,NEI,Platycephalidae,3,Marine fishes,33,NA
Platycephalus indicus,Platycephalus,NEI,Platycephalidae,3,Marine fishes,33,NA
Platymera gaudichaudii,Platymera,NEI,Calappidae,4,Crustaceans,42,NA
Platyxanthus orbignyi,Platyxanthus,NEI,Platyxanthidae,NA,NA,NA,NA
Plectorhinchus ceylonensis,Plectorhinchus,Plectorhinchinae,Haemulidae,3,Marine fishes,33,warning: matched using genus information
Plectorhinchus flavomaculatus,Plectorhinchus,Plectorhinchinae,Haemulidae,3,Marine fishes,33,NA
Plectorhinchus macrolepis,Plectorhinchus,Plectorhinchinae,Haemulidae,3,Marine fishes,33,NA
Plectorhinchus mediterraneus,Plectorhinchus,Plectorhinchinae,Haemulidae,3,Marine fishes,33,NA
Plectorhinchus schotaf,Plectorhinchus,Plectorhinchinae,Haemulidae,3,Marine fishes,33,NA
Plectropomus areolatus,Plectropomus,Epinephelinae,Serranidae,3,Marine fishes,33,NA
Plectropomus laevis,Plectropomus,Epinephelinae,Serranidae,3,Marine fishes,33,NA
Plectropomus leopardus,Plectropomus,Epinephelinae,Serranidae,3,Marine fishes,33,NA
Pleoticus muelleri,Pleoticus,NEI,Solenoceridae,4,Crustaceans,45,NA
Pleoticus robustus,Pleoticus,NEI,Solenoceridae,4,Crustaceans,45,NA
Plesionika edwardsii,Plesionika,NEI,Pandalidae,4,Crustaceans,45,NA
Plesionika heterocarpus,Plesionika,NEI,Pandalidae,4,Crustaceans,45,NA
Plesionika martia,Plesionika,NEI,Pandalidae,4,Crustaceans,45,NA
Plesionika narval,Plesionika,NEI,Pandalidae,4,Crustaceans,45,warning: matched using genus information
Pleuroncodes monodon,Pleuroncodes,NEI,Munididae,4,Crustaceans,44,NA
Pleuroncodes planipes,Pleuroncodes,NEI,Munididae,4,Crustaceans,44,NA
Pleuronectes platessa,Pleuronectes,Pleuronectinae,Pleuronectidae,3,Marine fishes,31,NA
